Map ID,Content Phase,Content Category,Content Type,Content Role,Page Title Structure,Idealized URL,Target Seed Keyword,Existing Client URL,Gap Status,Notes,Keyword Intent,AI Overview,MSV
115,N/A,Additional Client Pages,Blog/Content,Supporting Content,Enforcement of Divorce Decrees,N/A,enforcement of divorce decrees,https://tdefamilylaw.com/enforcement-of-divorce-decrees/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
116,N/A,Additional Client Pages,Blog/Content,Supporting Content,Family Law,N/A,family law,https://tdefamilylaw.com/family-law/,MAPPED,Family Law practice area hub page,N/A,N/A,N/A
117,N/A,Additional Client Pages,Blog/Content,Supporting Content,Compassionate & Trusted Atlanta Divorce Attorneys Fighting For Your Rights,N/A,compassionate & trusted atlanta divorce attorneys ,https://tdefamilylaw.com/family-law/divorce-attorney-atlanta/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
118,N/A,Additional Client Pages,Blog/Content,Supporting Content,Postnuptial Agreement Lawyer,N/A,postnuptial agreement lawyer,https://tdefamilylaw.com/family-law/postnuptial-agreement-lawyer/,ADDITIONAL,Service page not in template,N/A,N/A,N/A
119,N/A,Additional Client Pages,Blog/Content,Supporting Content,"Uncontested Divorce Attorneys in Georgia: Fast, Affordable Legal Solutions",N/A,"uncontested divorce attorneys in georgia: fast, af",https://tdefamilylaw.com/family-law/uncontested-divorce-lawyer-2/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
120,N/A,Additional Client Pages,Blog/Content,Supporting Content,Visitation Modification Lawyer in Atlanta,N/A,visitation modification lawyer in atlanta,https://tdefamilylaw.com/family-law/visitation-modification/,ADDITIONAL,Service page not in template,N/A,N/A,N/A
121,N/A,Additional Client Pages,Blog/Content,Supporting Content,Filing Taxes During and After a Divorce: What Changes?,N/A,filing taxes during and after a divorce: what chan,https://tdefamilylaw.com/filing-taxes-during-and-after-a-divorce-what-changes/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
122,N/A,Additional Client Pages,Blog/Content,Supporting Content,Georgia Supreme Court Raises Concerns Over Equitable Caregiver Law,N/A,georgia supreme court raises concerns over equitab,https://tdefamilylaw.com/georgia-supreme-court-raises-concerns-over-equitable-caregiver-law/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
123,N/A,Additional Client Pages,Blog/Content,Supporting Content,Handling Stock Options and RSUs in High Asset Divorces in Georgia,N/A,handling stock options and rsus in high asset divo,https://tdefamilylaw.com/handling-stock-options-and-rsus-in-high-asset-divorces-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
124,N/A,Additional Client Pages,Blog/Content,Supporting Content,Helpful Tips on Preparing for Divorce,N/A,helpful tips on preparing for divorce,https://tdefamilylaw.com/helpful-tips-on-preparing-for-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
125,N/A,Additional Client Pages,Blog/Content,Supporting Content,How Does Domestic Violence Impact A Divorce Or Child Custody Case In Georgia?,N/A,how does domestic violence impact a divorce or chi,https://tdefamilylaw.com/how-does-domestic-violence-impact-a-divorce-or-child-custody-case-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
126,N/A,Additional Client Pages,Blog/Content,Supporting Content,How Georgia Courts Evaluate Professional Degrees in High Asset Divorces,N/A,how georgia courts evaluate professional degrees i,https://tdefamilylaw.com/how-georgia-courts-evaluate-professional-degrees-in-high-asset-divorces/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
127,N/A,Additional Client Pages,Blog/Content,Supporting Content,How Is Child Support Calculated in Georgia?,N/A,how is child support calculated in georgia?,https://tdefamilylaw.com/how-is-child-support-calculated-in-georgia/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
128,N/A,Additional Client Pages,Blog/Content,Supporting Content,Inherited Wealth and Gifts in High Asset Divorces: A Georgia Perspective,N/A,inherited wealth and gifts in high asset divorces:,https://tdefamilylaw.com/inherited-wealth-and-gifts-in-high-asset-divorces-a-georgia-perspective/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
129,N/A,Additional Client Pages,Blog/Content,Supporting Content,What to Expect During Your Initial Consultation,N/A,what to expect during your initial consultation,https://tdefamilylaw.com/initial-consul/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
130,N/A,Additional Client Pages,Blog/Content,Supporting Content,International Assets and High Asset Divorce in Georgia,N/A,international assets and high asset divorce in geo,https://tdefamilylaw.com/international-assets-and-high-asset-divorce-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
131,N/A,Additional Client Pages,Blog/Content,Supporting Content,LGBTQ MARRIAGE IN GEORGIA,N/A,lgbtq marriage in georgia,https://tdefamilylaw.com/lgbtq-marriage-in-georgia-celebrating-9-years-of-legalization/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
132,N/A,Additional Client Pages,Blog/Content,Supporting Content,Join Us For A Free Lunch & Learn!,N/A,join us for a free lunch & learn!,https://tdefamilylaw.com/lunch-learn/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
133,N/A,Additional Client Pages,Blog/Content,Supporting Content,Navigating the Holidays During a Divorce,N/A,navigating the holidays during a divorce,https://tdefamilylaw.com/navigating-the-holidays-during-a-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
134,N/A,Additional Client Pages,Blog/Content,Supporting Content,Paternity Testing in Divorce,N/A,paternity testing in divorce,https://tdefamilylaw.com/paternity-testing-in-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
135,N/A,Additional Client Pages,Blog/Content,Supporting Content,Atlanta’s Top Family Lawyer,N/A,atlanta’s top family lawyer,https://tdefamilylaw.com/property-division-lp/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
136,N/A,Additional Client Pages,Blog/Content,Supporting Content,Protecting Your Retirement Accounts during a High Asset Divorce in Georgia,N/A,protecting your retirement accounts during a high ,https://tdefamilylaw.com/protecting-your-retirement-accounts-during-a-high-asset-divorce-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
137,N/A,Additional Client Pages,Blog/Content,Supporting Content,Signs You May Be Owed Alimony,N/A,signs you may be owed alimony,https://tdefamilylaw.com/signs-you-may-be-owed-alimony/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
138,N/A,Additional Client Pages,Blog/Content,Supporting Content,Tessie D. Edwards & Associates Ranked Among Fastest Growing Law Firms in the Country,N/A,tessie d. edwards & associates ranked among fastes,https://tdefamilylaw.com/tessie-d-edwards-associates-ranked-among-fastest-growing-law-firms-in-the-country/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
139,N/A,Additional Client Pages,Blog/Content,Supporting Content,The Difference Between Divorce and Legal Separation in Georgia,N/A,the difference between divorce and legal separatio,https://tdefamilylaw.com/the-difference-between-divorce-and-legal-separation-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
140,N/A,Additional Client Pages,Blog/Content,Supporting Content,The Role of Forensic Accounting in High Asset Divorce Cases in Georgia,N/A,the role of forensic accounting in high asset divo,https://tdefamilylaw.com/the-role-of-forensic-accounting-in-high-asset-divorce-cases-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
141,N/A,Additional Client Pages,Blog/Content,Supporting Content,Understanding Divorce and Legal Separation in Georgia,N/A,understanding divorce and legal separation in geor,https://tdefamilylaw.com/understanding-divorce-and-legal-separation-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
142,N/A,Additional Client Pages,Blog/Content,Supporting Content,Unique Challenges LGBTQIA+ Couples Face During Divorce in Georgia,N/A,unique challenges lgbtqia+ couples face during div,https://tdefamilylaw.com/unique-challenges-lgbtqia-couples-face-during-divorce-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
143,N/A,Additional Client Pages,Blog/Content,Supporting Content,Unraveling Complex Assets: Real Estate and High Asset Divorce in Georgia,N/A,unraveling complex assets: real estate and high as,https://tdefamilylaw.com/unraveling-complex-assets-real-estate-and-high-asset-divorce-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
144,N/A,Additional Client Pages,Blog/Content,Supporting Content,Valuing and Dividing Business Interests in a Georgia High Asset Divorce,N/A,valuing and dividing business interests in a georg,https://tdefamilylaw.com/valuing-and-dividing-business-interests-in-a-georgia-high-asset-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
145,N/A,Additional Client Pages,Blog/Content,Supporting Content,What Are My Rights As a Parent In a Divorce or Child Custody Case in Georgia?,N/A,what are my rights as a parent in a divorce or chi,https://tdefamilylaw.com/what-are-my-rights-as-a-parent-in-a-divorce-or-child-custody-case-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
146,N/A,Additional Client Pages,Blog/Content,Supporting Content,What Does a Family Lawyer Do in Georgia?,N/A,what does a family lawyer do in georgia?,https://tdefamilylaw.com/what-does-a-family-lawyer-do-in-georgia/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
147,N/A,Additional Client Pages,Blog/Content,Supporting Content,What Is A High Conflict Divorce?,N/A,what is a high conflict divorce?,https://tdefamilylaw.com/what-is-a-high-conflict-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
148,N/A,Additional Client Pages,Blog/Content,Supporting Content,What is Gaslighting In A Relationship?,N/A,what is gaslighting in a relationship?,https://tdefamilylaw.com/what-is-gaslighting-in-a-relationship/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
149,N/A,Additional Client Pages,Blog/Content,Supporting Content,What is the Difference Between Spousal Support and Alimony?,N/A,what is the difference between spousal support and,https://tdefamilylaw.com/what-is-the-difference-between-spousal-support-and-alimony/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
150,N/A,Additional Client Pages,Blog/Content,Supporting Content,What’s the Difference Between an Uncontested and Contested Divorce?,N/A,what’s the difference between an uncontested and c,https://tdefamilylaw.com/whats-the-difference-between-an-uncontested-and-contested-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
151,N/A,Additional Client Pages,Blog/Content,Supporting Content,Why Did Jennifer Lopez File for Divorce from Ben Affleck After Only Two Years?,N/A,why did jennifer lopez file for divorce from ben a,https://tdefamilylaw.com/why-did-jennifer-lopez-file-for-divorce-from-ben-affleck-after-only-two-years/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
152,N/A,Additional Client Pages,Blog/Content,Supporting Content,Why You Need a Lawyer in an Uncontested Divorce,N/A,why you need a lawyer in an uncontested divorce,https://tdefamilylaw.com/why-you-need-a-lawyer-in-an-uncontested-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
